Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,order_month
3335,Men,Soccer,Premier III,M,2,3346.95,0.5,3138.53,2024-08-17,Retail,Delhi,1221.99,August
3336,Kids,Running,React Infinity,XL,2,4334.53,0.5,4334.53,2025-03-31,Online,Hyderabad,2759.16,March
3337,Men,Training,ZoomX Invincible,L,4,6944.2,0.47,14613.12875,2024-10-10,Online,Delhi,2915.13,October
3338,Women,Training,ZoomX Invincible,L,2,6944.2,0.47,7360.85,2025-06-09,Online,Kolkata,3011.73,June
3339,Men,Lifestyle,Air Force 1,L,2,6656.01,0.49,6789.13,2025-05-15,Retail,Delhi,2014.52,May
3340,Kids,Soccer,Premier III,M,3,3346.95,0.5,4873.11,2024-12-29,Retail,Mumbai,2551.47,December
3341,Kids,Training,Metcon 7,M,3,8387.99,0.47,13336.9,2024-03-23,Online,Bengaluru,1693.41,March
3343,Kids,Basketball,Air Jordan,L,3,8503.27,0.48,14613.12875,2024-11-12,Retail,Hyderabad,1688.78,November
3344,Kids,Soccer,Mercurial Superfly,XL,2,8217.37,0.5,8217.37,2025-06-24,Retail,Hyderabad,303.77,June
3346,Kids,Training,SuperRep Go,XL,4,5280.57,0.15,14613.12875,2024-12-21,Retail,Delhi,3392.46,December
3347,Men,Training,ZoomX Invincible,L,2,4389.44,0.47,4652.81,2025-01-16,Online,Mumbai,1546.55,January
3348,Women,Soccer,Mercurial Superfly,M,2,3346.95,0.5,2114.86,2024-09-26,Online,Hyderabad,2636.76,September
3349,Men,Training,ZoomX Invincible,M,0,8180.92,0.47,0.0,2024-12-21,Retail,Hyderabad,-481.2,December
3350,Women,Basketball,Zoom Freak,L,2,6304.01,0.48,6556.17,2025-05-28,Online,Bengaluru,2199.43,May
3351,Men,Training,SuperRep Go,L,2,5319.24,0.48,5532.01,2025-01-16,Online,Kolkata,-382.32,January
3352,Women,Training,SuperRep Go,M,2,6622.41,0.23,10198.51,2025-03-01,Retail,Pune,1437.43,March
3354,Men,Lifestyle,Dunk Low,L,2,6202.99,0.4,7443.59,2024-11-01,Retail,Kolkata,-987.6,November
3355,Kids,Basketball,LeBron 20,S,0,7781.4,0.48,0.0,2025-01-16,Online,Pune,1815.96,January
3356,Women,Soccer,Tiempo Legend,M,4,6045.785,0.5,12091.57,2025-03-13,Online,Mumbai,724.11,March
3357,Kids,Training,Flex Trainer,M,4,6206.45,0.5,12412.9,2025-04-05,Online,Delhi,678.42,April
3358,Men,Basketball,Kyrie Flytrap,M,2,5066.14,0.43,5775.4,2024-08-01,Online,Hyderabad,2019.56,August
3359,Kids,Basketball,LeBron 20,XL,2,8503.27,0.48,9737.32,2024-09-01,Retail,Mumbai,2963.03,September
3360,Women,Training,Metcon 7,M,4,5817.695,0.06,14613.12875,2024-07-31,Online,Bengaluru,304.12,July
3361,Women,Basketball,LeBron 20,XL,0,6518.715,0.48,0.0,2024-12-21,Retail,Bengaluru,3007.91,December
3362,Men,Lifestyle,Air Force 1,L,2,6235.995,0.49,6360.71,2024-03-10,Retail,Delhi,2730.12,March
3363,Women,Basketball,Kyrie Flytrap,L,3,5066.14,0.6,6079.37,2025-02-18,Online,Bengaluru,39.86,February
3364,Kids,Soccer,Premier III,M,2,5598.98,0.24,8510.45,2024-09-11,Online,Pune,-371.86,September
3365,Kids,Running,Air Zoom,M,2,5550.99,0.95,555.1,2024-12-21,Retail,Pune,-445.03,December
3366,Men,Basketball,LeBron 20,M,2,6518.715,0.48,6779.46,2024-12-15,Retail,Pune,2762.68,December
3368,Women,Training,Flex Trainer,M,2,6424.54,0.47,6810.01,2025-04-14,Retail,Delhi,2027.47,April
3369,Men,Running,React Infinity,L,2,5103.34,0.05,9696.35,2024-09-27,Online,Kolkata,1247.02,September
3370,Women,Basketball,Air Jordan,XL,2,3346.95,0.48,3461.59,2025-07-05,Retail,Bengaluru,-1137.54,July
3371,Men,Training,Flex Trainer,XL,1,3346.95,0.47,1397.09,2025-04-26,Retail,Delhi,2255.43,April
3372,Kids,Basketball,Kyrie Flytrap,M,2,5066.14,0.77,2330.42,2025-02-24,Online,Delhi,-1088.45,February
3373,Kids,Training,SuperRep Go,M,2,5280.57,0.76,2534.67,2024-12-21,Retail,Pune,1069.43,December
3374,Men,Training,Flex Trainer,M,4,4500.96,0.47,9542.04,2024-12-16,Online,Pune,1905.25,December
3375,Kids,Running,Free RN,M,0,3346.95,0.5,0.0,2024-11-22,Online,Bengaluru,1647.39,November
3376,Kids,Soccer,Phantom GT,S,2,6393.58,0.5,6393.58,2024-12-21,Retail,Kolkata,1286.64,December
3377,Men,Basketball,Kyrie Flytrap,M,0,5066.14,0.38,0.0,2025-01-16,Online,Hyderabad,1295.93,January
3378,Kids,Soccer,Phantom GT,XL,1,3642.74,0.5,1821.37,2025-01-16,Online,Kolkata,2416.87,January
3379,Men,Basketball,Air Jordan,L,2,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14,October
3380,Women,Basketball,Kyrie Flytrap,L,2,3346.95,0.48,2659.58,2025-01-16,Online,Mumbai,3463.32,January
3381,Men,Training,ZoomX Invincible,M,1,6944.2,0.47,3680.43,2024-02-23,Retail,Mumbai,2718.47,February
3382,Men,Basketball,LeBron 20,XL,2,8503.27,0.48,9554.72,2025-01-10,Retail,Hyderabad,1710.15,January
3383,Women,Lifestyle,Air Force 1,XL,2,6235.995,0.49,6360.71,2024-08-12,Retail,Bengaluru,3793.87,August
3384,Women,Basketball,Air Jordan,L,2,6165.08,0.27,9001.02,2025-07-22,Retail,Bengaluru,144.65,July
3385,Men,Training,ZoomX Invincible,M,2,8503.27,0.47,9561.1,2025-03-21,Online,Hyderabad,-643.93,March
3386,Women,Soccer,Phantom GT,M,2,8503.27,0.5,9212.82,2024-10-16,Retail,Hyderabad,3827.83,October
3387,Men,Soccer,Phantom GT,L,4,6393.58,0.5,12787.16,2025-06-21,Retail,Bengaluru,2821.58,June
3388,Women,Running,Free RN,S,2,4042.33,0.5,4042.33,2025-05-03,Online,Pune,1915.52,May
3389,Women,Running,Air Zoom,M,3,8503.27,0.5,14613.12875,2025-04-04,Online,Mumbai,3491.49,April
3391,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2023-11-14,Retail,Hyderabad,1628.31,November
3392,Kids,Lifestyle,Dunk Low,L,2,6202.99,0.49,6327.05,2025-01-16,Online,Pune,-433.47,January
3393,Kids,Basketball,Air Jordan,M,2,6165.08,0.68,3945.65,2025-06-08,Online,Bengaluru,1329.32,June
3394,Kids,Lifestyle,Dunk Low,XL,1,6202.99,0.49,3163.52,2024-11-03,Online,Hyderabad,2396.11,November
3395,Women,Running,Free RN,L,3,6290.99,0.5,9436.48,2025-01-15,Online,Mumbai,3069.77,January
3396,Kids,Running,Free RN,L,2,6325.01,0.5,6325.01,2024-12-21,Retail,Bengaluru,-1047.8,December
3397,Women,Lifestyle,Dunk Low,M,2,8503.27,0.49,10172.27,2025-01-16,Online,Mumbai,3478.84,January
3398,Men,Basketball,LeBron 20,XL,2,3346.95,0.48,2165.79,2023-08-27,Retail,Kolkata,415.57,August
3399,Women,Basketball,LeBron 20,S,2,4507.45,0.48,4687.75,2025-02-11,Online,Hyderabad,-1021.01,February
3400,Kids,Lifestyle,Waffle One,M,2,5582.98,0.23,8597.79,2024-10-11,Retail,Hyderabad,703.25,October
3401,Kids,Basketball,Zoom Freak,M,2,6304.01,0.48,6556.17,2024-12-21,Retail,Kolkata,3834.84,December
3402,Women,Running,Pegasus Turbo,L,2,8503.27,0.03,14613.12875,2025-01-16,Online,Pune,-229.84,January
3403,Kids,Training,Flex Trainer,M,2,6424.54,0.47,6810.01,2024-10-30,Retail,Pune,-200.19,October
3404,Kids,Basketball,Zoom Freak,XL,2,6304.01,0.48,6556.17,2025-04-05,Online,Pune,1505.06,April
3405,Women,Lifestyle,Dunk Low,M,0,8503.27,0.49,0.0,2025-01-04,Online,Kolkata,1861.72,January
3406,Women,Basketball,Zoom Freak,L,2,6304.01,0.48,6556.17,2024-08-19,Online,Bengaluru,3314.92,August
3407,Women,Lifestyle,Air Force 1,L,0,5704.39,0.49,0.0,2025-01-18,Retail,Delhi,-4.1,January
3408,Men,Basketball,Air Jordan,XL,2,6165.08,0.48,6411.68,2025-02-28,Retail,Delhi,1675.58,February
3409,Kids,Running,Air Zoom,M,1,6312.01,0.3,4418.41,2024-09-08,Retail,Delhi,-1106.07,September
3410,Kids,Running,Free RN,L,0,6290.99,0.5,0.0,2025-01-01,Retail,Hyderabad,2396.55,January
3411,Kids,Soccer,Mercurial Superfly,M,0,6569.65,0.5,0.0,2024-12-21,Retail,Pune,-970.59,December
3412,Men,Training,Flex Trainer,XL,2,6983.68,0.47,7402.7,2025-01-16,Online,Hyderabad,2789.29,January
3413,Kids,Soccer,Phantom GT,XL,2,6393.58,0.5,6393.58,2023-07-31,Online,Hyderabad,2752.65,July
3414,Men,Lifestyle,Dunk Low,S,4,8503.27,0.49,14613.12875,2025-01-21,Online,Mumbai,520.63,January
3415,Kids,Basketball,Air Jordan,L,2,6165.08,0.48,6411.68,2024-03-06,Online,Hyderabad,-426.97,March
3416,Men,Soccer,Phantom GT,XL,2,8503.27,0.33,11999.15,2025-06-04,Retail,Hyderabad,-819.45,June
3417,Men,Basketball,LeBron 20,XL,2,5700.61,0.48,5928.63,2025-03-30,Online,Kolkata,-409.81,March
3418,Men,Soccer,Tiempo Legend,M,1,6045.785,0.5,3022.89,2024-12-21,Retail,Bengaluru,639.28,December
3419,Kids,Training,SuperRep Go,L,4,5280.57,0.92,1689.78,2025-01-16,Online,Mumbai,-1180.16,January
3420,Women,Soccer,Premier III,M,1,3395.24,0.5,1697.62,2025-01-16,Online,Delhi,1266.29,January
3421,Women,Basketball,Zoom Freak,L,2,6304.01,0.48,6556.17,2024-12-07,Online,Hyderabad,-242.44,December
3422,Kids,Training,Metcon 7,XL,2,3346.95,0.47,3388.83,2024-01-18,Retail,Hyderabad,2432.76,January
3423,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,0.48,5268.79,2024-08-06,Retail,Mumbai,106.0,August
3424,Women,Training,SuperRep Go,M,2,7007.84,0.32,9530.66,2025-02-11,Online,Mumbai,1955.19,February
3425,Women,Lifestyle,Dunk Low,L,2,3346.95,0.49,2321.61,2024-07-25,Online,Kolkata,2342.64,July
3426,Men,Running,Free RN,L,2,8124.38,0.5,8124.38,2025-01-16,Online,Delhi,3119.24,January
3427,Men,Running,Pegasus Turbo,M,1,5653.14,0.5,2826.57,2024-12-21,Retail,Mumbai,2741.85,December
3428,Women,Basketball,Air Jordan,S,1,3346.95,0.23,2175.91,2024-12-03,Online,Bengaluru,625.3,December
3429,Men,Soccer,Premier III,L,0,5598.98,0.5,0.0,2025-07-06,Retail,Delhi,-77.97,July
3430,Men,Training,Flex Trainer,M,2,7036.03,0.47,7458.19,2025-01-16,Online,Bengaluru,-890.2,January
3431,Women,Training,Metcon 7,L,2,5817.695,0.96,465.42,2024-10-01,Retail,Delhi,3816.31,October
3432,Kids,Basketball,Kyrie Flytrap,XL,2,5066.14,0.48,5268.79,2025-06-03,Online,Kolkata,-640.44,June
3434,Kids,Basketball,Air Jordan,XL,2,8503.27,0.48,9091.32,2024-10-21,Online,Delhi,570.25,October
3435,Men,Training,SuperRep Go,L,4,5280.57,0.47,11194.81,2025-01-16,Online,Delhi,2936.54,January
3436,Kids,Soccer,Mercurial Superfly,L,2,6569.65,0.5,6569.65,2025-06-11,Retail,Bengaluru,2107.65,June
3437,Kids,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2024-05-10,Retail,Mumbai,-113.52,May
3438,Women,Soccer,Phantom GT,S,3,6393.58,0.18,14613.12875,2024-09-05,Retail,Hyderabad,1669.74,September
3440,Kids,Lifestyle,Waffle One,M,3,5582.98,0.49,8541.96,2025-01-16,Online,Mumbai,-510.72,January
3441,Kids,Running,Free RN,XL,2,8503.27,0.5,9313.98,2025-05-08,Retail,Delhi,3301.27,May
3442,Kids,Basketball,Zoom Freak,XL,4,6304.01,0.48,13112.34,2025-01-21,Online,Mumbai,3129.5,January
3443,Kids,Basketball,Zoom Freak,M,2,3346.95,0.48,3108.57,2024-12-21,Retail,Mumbai,3549.06,December
3444,Men,Basketball,LeBron 20,L,2,6518.715,0.48,6779.46,2025-07-04,Online,Kolkata,-382.31,July
3445,Men,Lifestyle,Blazer Mid,L,2,4693.81,0.49,4787.69,2024-12-21,Retail,Bengaluru,3658.04,December
3446,Men,Lifestyle,Dunk Low,M,2,6202.99,0.49,6327.05,2024-09-07,Retail,Bengaluru,1680.5,September
3447,Women,Basketball,LeBron 20,M,2,6518.715,0.48,6779.46,2025-05-14,Retail,Hyderabad,1860.15,May
3449,Men,Training,ZoomX Invincible,M,0,6944.2,0.25,0.0,2025-02-21,Retail,Delhi,1586.59,February
3450,Men,Running,React Infinity,M,3,6546.46,0.5,9819.69,2024-01-16,Retail,Bengaluru,904.82,January
3451,Men,Training,SuperRep Go,S,2,5280.57,0.47,5597.4,2025-07-05,Retail,Mumbai,720.76,July
3452,Men,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2024-08-05,Online,Delhi,1239.11,August
3453,Kids,Soccer,Phantom GT,M,0,3346.95,0.5,0.0,2024-12-05,Retail,Delhi,2003.05,December
3454,Kids,Basketball,Zoom Freak,XL,2,6304.01,0.48,6556.17,2025-01-16,Online,Delhi,2313.95,January
3455,Women,Soccer,Premier III,M,2,5947.51,0.5,5947.51,2025-01-17,Retail,Hyderabad,1352.56,January
3456,Women,Basketball,Air Jordan,XL,2,3346.95,0.48,3131.77,2025-01-16,Online,Delhi,2531.22,January
3457,Women,Training,Flex Trainer,L,2,6424.54,0.81,2441.33,2025-02-24,Online,Pune,3777.72,February
3458,Women,Running,Pegasus Turbo,L,2,5653.14,0.83,1922.07,2025-01-22,Online,Mumbai,257.87,January
3459,Men,Lifestyle,Blazer Mid,L,2,6100.23,0.49,6222.23,2025-03-27,Retail,Hyderabad,2745.91,March
3460,Women,Running,React Infinity,XL,0,5403.67,0.5,0.0,2025-01-16,Online,Pune,1372.6,January
3462,Women,Basketball,Kyrie Flytrap,L,3,3346.95,0.48,4073.13,2024-12-21,Retail,Bengaluru,274.97,December
3463,Women,Soccer,Phantom GT,XL,1,6393.58,0.5,3196.79,2025-02-24,Retail,Pune,1853.7,February
3464,Kids,Training,Flex Trainer,XL,0,3362.64,0.47,0.0,2025-01-16,Online,Bengaluru,1587.01,January
3465,Men,Lifestyle,Dunk Low,L,2,6202.99,0.49,6327.05,2023-11-29,Online,Delhi,1698.7,November
3466,Men,Basketball,Kyrie Flytrap,L,2,6498.22,0.5,6498.22,2024-10-24,Retail,Mumbai,-360.53,October
3467,Men,Lifestyle,Air Force 1,M,2,6235.995,0.49,6360.71,2025-03-13,Online,Bengaluru,1472.83,March
3468,Men,Soccer,Phantom GT,M,4,8503.27,0.93,2681.84,2025-01-16,Online,Kolkata,-259.93,January
3469,Kids,Running,Air Zoom,L,1,4590.24,0.5,2295.12,2024-10-01,Online,Mumbai,3792.66,October
3470,Kids,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2025-02-11,Online,Kolkata,284.96,February
3471,Kids,Lifestyle,Waffle One,L,0,5637.46,0.49,0.0,2025-02-04,Retail,Kolkata,-364.01,February
3472,Men,Basketball,Air Jordan,XL,2,6165.08,0.48,6411.68,2024-08-31,Online,Hyderabad,1750.67,August
3473,Kids,Soccer,Premier III,M,4,3551.05,0.5,7102.1,2024-12-05,Online,Delhi,63.47,December
3474,Women,Basketball,LeBron 20,M,2,6506.07,0.48,6766.31,2024-12-21,Retail,Hyderabad,3969.54,December
3475,Kids,Soccer,Tiempo Legend,L,1,3346.95,0.5,1060.22,2024-07-29,Online,Mumbai,2996.47,July
3476,Men,Training,Flex Trainer,L,2,3891.22,0.37,4902.94,2025-06-25,Retail,Mumbai,1881.61,June
3477,Men,Basketball,Air Jordan,M,2,4135.26,0.48,4300.67,2025-04-25,Online,Delhi,1691.28,April
3478,Kids,Training,Flex Trainer,M,2,6424.54,0.47,6810.01,2025-05-17,Retail,Mumbai,2192.68,May
3479,Women,Training,ZoomX Invincible,XL,4,6944.2,0.47,14613.12875,2024-09-16,Retail,Mumbai,1909.78,September
3480,Kids,Running,Free RN,M,4,3346.95,0.5,5834.9,2025-01-16,Online,Bengaluru,2872.75,January
3481,Women,Lifestyle,Air Force 1,XL,4,6235.995,0.49,12721.43,2023-10-15,Online,Bengaluru,2564.61,October
3482,Men,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2024-08-19,Online,Hyderabad,1660.47,August
3483,Men,Lifestyle,Air Force 1,L,4,4733.92,0.49,9657.2,2024-12-04,Online,Kolkata,738.19,December
3484,Kids,Lifestyle,Dunk Low,XL,2,3346.95,0.49,2691.21,2024-08-18,Online,Bengaluru,1395.41,August
3485,Women,Lifestyle,Dunk Low,L,2,6202.99,0.49,6327.05,2024-12-14,Retail,Hyderabad,1722.38,December
3486,Kids,Training,SuperRep Go,L,4,5280.57,0.47,11194.81,2024-10-14,Retail,Delhi,1451.77,October
3487,Men,Lifestyle,Dunk Low,M,2,3346.95,0.42,3759.55,2025-05-28,Online,Hyderabad,2927.35,May
3488,Women,Soccer,Tiempo Legend,XL,4,6045.785,0.5,12091.57,2025-03-12,Online,Kolkata,86.25,March
3489,Kids,Running,React Infinity,M,2,6546.46,0.5,6546.46,2025-04-04,Online,Mumbai,1734.72,April
3490,Men,Running,Free RN,L,0,6290.99,0.98,0.0,2025-07-08,Online,Delhi,1591.77,July
3491,Men,Soccer,Premier III,XL,2,5598.98,0.39,6830.76,2024-10-19,Online,Mumbai,-473.94,October
3493,Men,Lifestyle,Dunk Low,L,2,8503.27,0.49,9635.27,2025-01-16,Online,Bengaluru,568.71,January
3494,Kids,Running,Pegasus Turbo,L,2,5653.14,0.87,1469.82,2024-09-17,Retail,Pune,3566.05,September
3495,Women,Basketball,LeBron 20,M,2,6518.715,0.48,6779.46,2024-08-13,Retail,Pune,3572.8,August
3496,Men,Running,Air Zoom,M,3,5550.99,0.77,3830.18,2024-10-08,Retail,Delhi,-786.91,October
3497,Women,Basketball,Zoom Freak,L,2,8503.27,0.48,9036.48,2024-12-08,Online,Mumbai,1878.22,December
3498,Women,Training,SuperRep Go,M,0,8503.27,0.47,0.0,2024-09-10,Retail,Pune,-910.3,September
3499,Women,Training,ZoomX Invincible,M,2,5864.29,0.47,6216.15,2025-03-30,Retail,Kolkata,357.03,March
3500,Kids,Lifestyle,Blazer Mid,L,2,5471.81,0.56,4815.19,2025-03-25,Retail,Kolkata,361.86,March
3501,Men,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2024-11-09,Retail,Mumbai,2016.85,November
3502,Men,Lifestyle,Blazer Mid,L,2,6418.29,0.89,1412.02,2023-11-09,Online,Delhi,3665.75,November
3503,Men,Training,SuperRep Go,M,2,6992.17,0.47,7411.7,2024-11-16,Online,Mumbai,-1048.24,November
3504,Women,Training,SuperRep Go,L,2,8503.27,0.03,14613.12875,2024-08-18,Retail,Delhi,3035.95,August
3506,Men,Training,Metcon 7,L,0,8503.27,0.51,0.0,2025-01-16,Online,Pune,2393.61,January
3507,Kids,Running,Free RN,S,2,6290.99,0.05,11952.88,2024-12-21,Retail,Mumbai,11.97,December
3508,Kids,Training,ZoomX Invincible,M,2,6944.2,0.47,7360.85,2024-10-12,Retail,Bengaluru,3466.92,October
3509,Kids,Lifestyle,Blazer Mid,XL,2,3346.95,0.49,2107.36,2025-07-22,Online,Mumbai,2278.11,July
3510,Men,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2025-04-17,Retail,Hyderabad,3445.21,April
3511,Kids,Lifestyle,Blazer Mid,XL,2,3346.95,0.06,6106.56,2025-02-15,Retail,Hyderabad,877.12,February
3512,Kids,Basketball,Zoom Freak,M,4,6304.01,0.96,1008.64,2025-06-05,Retail,Pune,2516.79,June
3513,Women,Training,SuperRep Go,L,0,6145.98,0.47,0.0,2025-04-16,Retail,Hyderabad,2625.95,April
3514,Kids,Running,React Infinity,S,2,6546.46,0.5,6546.46,2024-08-10,Retail,Hyderabad,2804.16,August
3515,Men,Training,Flex Trainer,XL,2,3346.95,0.9,520.82,2025-01-16,Online,Kolkata,699.6,January
3516,Men,Training,ZoomX Invincible,M,2,7495.24,0.42,8694.48,2025-01-16,Online,Pune,3844.73,January
3517,Women,Running,Air Zoom,L,2,8503.27,0.5,9962.36,2024-12-21,Retail,Hyderabad,2661.74,December
3518,Women,Basketball,Air Jordan,XL,2,6165.08,0.48,6411.68,2024-08-14,Retail,Delhi,3047.69,August
3519,Kids,Soccer,Premier III,M,2,5598.98,0.5,5598.98,2025-05-25,Retail,Kolkata,3491.18,May
3520,Women,Lifestyle,Waffle One,XL,2,3346.95,0.49,2122.47,2024-03-22,Retail,Delhi,-776.21,March
3521,Women,Training,ZoomX Invincible,M,2,8503.27,0.47,9079.15,2025-01-16,Online,Kolkata,3721.9,January
3523,Kids,Training,SuperRep Go,S,2,7061.5,0.47,7485.19,2024-06-09,Retail,Kolkata,825.03,June
3524,Kids,Training,SuperRep Go,M,2,5280.57,0.47,5597.4,2024-11-12,Online,Mumbai,1646.1,November
3525,Kids,Running,React Infinity,L,2,7170.91,0.5,7170.91,2025-01-29,Retail,Mumbai,3030.5,January
3527,Men,Soccer,Phantom GT,M,3,6393.58,0.5,9590.37,2025-06-12,Online,Mumbai,-257.35,June
3528,Kids,Running,React Infinity,L,2,3742.67,0.5,3742.67,2024-08-21,Retail,Hyderabad,2662.77,August
3529,Men,Training,SuperRep Go,L,1,5280.57,0.2,4224.46,2025-03-28,Retail,Delhi,1448.77,March
3530,Women,Soccer,Mercurial Superfly,M,0,3346.95,0.5,0.0,2023-09-25,Retail,Kolkata,2458.14,September
3531,Women,Basketball,LeBron 20,XL,2,8503.27,0.07,14613.12875,2025-01-16,Online,Delhi,1932.99,January
3532,Kids,Running,React Infinity,XL,2,8503.27,0.47,9799.66,2024-05-07,Online,Mumbai,-955.19,May
3533,Kids,Running,Air Zoom,L,2,5550.99,0.5,5550.99,2023-11-05,Retail,Hyderabad,451.71,November
3534,Kids,Basketball,Zoom Freak,M,3,3346.95,0.62,3739.85,2024-11-09,Retail,Kolkata,427.76,November
3535,Kids,Basketball,LeBron 20,XL,2,6302.89,0.82,2269.04,2024-12-24,Retail,Pune,169.86,December
3536,Women,Lifestyle,Dunk Low,XL,2,3929.3,0.49,4007.89,2024-12-01,Retail,Bengaluru,3934.31,December
3537,Men,Lifestyle,Blazer Mid,XL,2,5464.07,0.49,5573.35,2025-06-15,Online,Kolkata,3170.78,June
3538,Kids,Basketball,Kyrie Flytrap,L,0,5066.14,0.48,0.0,2024-12-12,Online,Bengaluru,2787.81,December
3539,Kids,Lifestyle,Air Force 1,XL,3,7706.3,0.49,11790.64,2024-12-21,Retail,Hyderabad,2366.58,December
3540,Kids,Training,Flex Trainer,XL,2,8503.27,0.47,10138.26,2025-05-16,Retail,Delhi,1850.13,May
3541,Kids,Training,SuperRep Go,M,2,3644.5,0.47,3863.17,2024-09-04,Online,Mumbai,2011.76,September
3542,Men,Lifestyle,Air Force 1,L,2,7199.03,0.61,5615.24,2024-11-28,Retail,Mumbai,1826.07,November
3543,Kids,Lifestyle,Dunk Low,L,2,6202.99,0.49,6327.05,2024-11-22,Retail,Pune,2712.79,November
3544,Men,Running,Air Zoom,M,2,3923.39,0.5,3923.39,2024-12-21,Retail,Kolkata,-684.88,December
3545,Men,Training,Flex Trainer,XL,3,6424.54,0.47,10215.02,2023-08-03,Online,Delhi,2239.86,August
3546,Men,Lifestyle,Waffle One,L,2,5582.98,0.49,5694.64,2024-12-21,Retail,Delhi,945.11,December
3547,Kids,Soccer,Tiempo Legend,XL,4,6045.785,0.5,12091.57,2025-01-16,Online,Delhi,2157.74,January
3548,Kids,Soccer,Phantom GT,M,3,6393.58,0.5,9590.37,2024-03-12,Online,Kolkata,3366.32,March
3549,Kids,Training,SuperRep Go,L,0,4493.02,0.81,0.0,2025-01-16,Online,Mumbai,14.79,January
3550,Women,Lifestyle,Air Force 1,M,2,8503.27,0.49,8817.99,2025-01-16,Online,Bengaluru,3289.86,January
3551,Women,Training,SuperRep Go,L,2,8503.27,0.47,10545.04,2023-08-02,Retail,Kolkata,-259.16,August
3552,Men,Running,React Infinity,XL,4,6546.46,0.5,13092.92,2025-05-17,Retail,Mumbai,762.95,May
3553,Women,Running,Air Zoom,XL,2,5216.27,0.5,5216.27,2025-06-25,Online,Pune,-720.87,June
3554,Men,Soccer,Premier III,L,2,5598.98,0.5,5598.98,2024-12-21,Retail,Bengaluru,2052.71,December
3555,Kids,Soccer,Phantom GT,M,2,6393.58,0.5,6393.58,2025-04-26,Retail,Hyderabad,-1069.25,April
3556,Women,Basketball,Kyrie Flytrap,M,4,5066.14,0.48,10537.57,2025-03-13,Retail,Kolkata,-843.61,March
3557,Kids,Basketball,Air Jordan,L,1,6165.08,0.66,2096.13,2024-08-09,Retail,Hyderabad,-884.81,August
3558,Women,Training,Flex Trainer,L,4,4045.21,0.47,8575.85,2024-08-30,Online,Mumbai,-113.44,August
3559,Women,Running,Pegasus Turbo,M,2,5653.14,0.5,5653.14,2025-01-16,Online,Delhi,-787.01,January
3560,Women,Soccer,Phantom GT,M,2,6393.58,0.13,11124.83,2023-07-26,Retail,Hyderabad,3662.98,July
3561,Women,Basketball,Zoom Freak,L,2,6304.01,0.48,6556.17,2024-07-24,Online,Kolkata,1062.39,July
3562,Women,Basketball,LeBron 20,XL,1,6518.715,0.48,3389.73,2024-10-31,Retail,Delhi,1904.66,October
3563,Kids,Running,Pegasus Turbo,L,2,3346.95,0.5,2470.43,2025-01-16,Online,Kolkata,233.05,January
3564,Kids,Soccer,Premier III,S,2,5598.98,0.5,5598.98,2024-12-21,Retail,Kolkata,2685.43,December
3565,Kids,Basketball,Kyrie Flytrap,XL,2,5066.14,0.55,4559.53,2024-08-27,Online,Kolkata,3851.81,August
3566,Men,Lifestyle,Waffle One,XL,2,5582.98,0.49,5694.64,2024-12-12,Retail,Hyderabad,2315.64,December
3567,Men,Lifestyle,Air Force 1,L,2,6235.995,0.56,5487.68,2025-01-16,Online,Kolkata,1353.32,January
3568,Women,Running,Pegasus Turbo,L,0,6099.8,0.5,0.0,2024-12-21,Retail,Pune,1494.24,December
3569,Women,Soccer,Phantom GT,XL,2,8503.27,0.5,9203.0,2024-08-12,Online,Kolkata,1797.66,August
3570,Men,Soccer,Tiempo Legend,M,2,8503.27,0.5,9713.73,2025-02-23,Online,Delhi,1914.18,February
3571,Kids,Basketball,LeBron 20,XL,2,7596.71,0.48,7900.58,2025-01-16,Online,Delhi,166.47,January
3572,Kids,Basketball,LeBron 20,S,2,6518.715,0.48,6779.46,2024-12-21,Retail,Delhi,3729.45,December
3573,Men,Basketball,Air Jordan,L,1,6830.98,0.39,4166.9,2025-03-18,Retail,Mumbai,-175.76,March
3574,Kids,Basketball,Air Jordan,XL,0,6165.08,0.96,0.0,2025-01-13,Online,Bengaluru,2589.0,January
3575,Women,Running,React Infinity,XL,0,5716.18,0.5,0.0,2025-07-03,Retail,Pune,3271.27,July
3576,Women,Lifestyle,Waffle One,M,2,3533.18,0.49,3603.84,2024-03-17,Retail,Bengaluru,-586.23,March
3577,Women,Running,Pegasus Turbo,XL,0,5653.14,0.5,0.0,2024-10-19,Online,Kolkata,102.77,October
3578,Men,Lifestyle,Blazer Mid,XL,4,6348.19,0.49,12950.31,2024-12-21,Retail,Hyderabad,1939.74,December
